Kolom1,Kolom2,Kolom3,Kolom4
13:29:53,-90.197,0.0,0.0
13:29:53,-128.101,0.0,0.0
13:29:53,-116.306,0.0,0.0
13:29:54,-98.209,0.0,0.0
13:29:54,-139.515,0.0,0.0
13:29:54,-90.421,0.0,0.0
13:29:54,-128.282,0.0,0.0
13:29:54,-116.318,0.0,0.0
13:29:54,-98.091,0.0,0.0
13:29:54,-139.257,0.0,0.0
13:29:54,-90.22,0.0,0.0
13:29:54,-128.127,0.0,0.0
13:29:54,-115.582,0.0,0.0
13:29:54,-97.773,0.0,0.0
13:29:54,-138.877,0.0,0.0
13:29:54,-89.486,0.0,0.0
13:29:54,-127.924,0.0,0.0
13:29:54,-115.502,0.0,0.0
13:29:54,-97.339,0.0,0.0
13:29:54,-138.553,0.0,0.0
13:29:54,-89.489,0.0,0.0
13:29:54,-127.044,0.0,0.0
13:29:54,-114.352,0.0,0.0
13:29:54,-96.597,0.0,0.0
13:29:54,-137.885,0.0,0.0
13:29:54,-89.589,0.0,0.0
13:29:54,-128.007,0.0,0.0
13:29:54,-116.076,0.0,0.0
13:29:54,-99.156,0.0,0.0
13:29:54,-140.12,0.0,0.0
13:29:54,-91.126,0.0,0.0
13:29:54,-129.386,0.0,0.0
13:29:54,-116.712,0.0,0.0
13:29:54,-99.332,0.0,0.0
13:29:54,-140.478,0.0,0.0
13:29:54,-91.981,0.0,0.0
13:29:54,-130.871,0.0,0.0
13:29:54,-116.386,0.0,0.0
13:29:54,-95.254,0.0,0.0
13:29:54,-134.834,0.0,0.0
13:29:54,-89.278,0.0,0.0
13:29:54,-131.314,0.0,0.0
13:29:54,-118.186,0.0,0.0
13:29:54,-99.929,0.0,0.0
13:29:54,-140.334,0.0,0.0
13:29:54,-90.836,0.0,0.0
13:29:54,-129.598,0.0,0.0
13:29:54,-116.607,0.0,0.0
13:29:54,-99.576,0.0,0.0
13:29:54,-140.318,0.0,0.0
13:29:54,-90.994,0.0,0.0
13:29:54,-129.471,0.0,0.0
13:29:54,-116.129,0.0,0.0
13:29:54,-98.872,0.0,0.0
13:29:54,-139.432,0.0,0.0
13:29:54,-90.236,0.0,0.0
13:29:54,-128.576,0.0,0.0
13:29:54,-115.597,0.0,0.0
13:29:54,-98.722,0.0,0.0
13:29:54,-139.446,0.0,0.0
13:29:54,-90.282,0.0,0.0
13:29:54,-129.307,0.0,0.0
13:29:54,-115.827,0.0,0.0
13:29:54,-98.974,0.0,0.0
13:29:54,-139.71,0.0,0.0
13:29:54,-90.094,0.0,0.0
13:29:54,-129.032,0.0,0.0
13:29:54,-115.301,0.0,0.0
13:29:54,-98.405,0.0,0.0
13:29:54,-139.318,0.0,0.0
13:29:54,-89.806,0.0,0.0
13:29:54,-128.547,0.0,0.0
13:29:54,-115.184,0.0,0.0
13:29:54,-98.485,0.0,0.0
13:29:54,-139.13,0.0,0.0
13:29:54,-89.917,0.0,0.0
13:29:54,-128.876,0.0,0.0
13:29:54,-114.989,0.0,0.0
13:29:54,-98.445,0.0,0.0
13:29:54,-138.824,0.0,0.0
13:29:54,-89.186,0.0,0.0
13:29:54,-128.8,0.0,0.0
13:29:54,-114.176,0.0,0.0
13:29:54,-97.617,0.0,0.0
13:29:54,-138.363,0.0,0.0
13:29:54,-87.981,0.0,0.0
13:29:54,-128.27,0.0,0.0
13:29:54,-113.379,0.0,0.0
13:29:54,-97.162,0.0,0.0
13:29:54,-137.756,0.0,0.0
13:29:54,-86.781,0.0,0.0
13:29:54,-127.447,0.0,0.0
13:29:54,-111.784,0.0,0.0
13:29:54,-95.03,0.0,0.0
13:29:54,-136.134,0.0,0.0
13:29:54,-85.882,0.0,0.0
13:29:54,-127.343,0.0,0.0
13:29:54,-112.598,0.0,0.0
13:29:54,-97.227,0.0,0.0
13:29:54,-138.577,0.0,0.0
13:29:54,-87.623,0.0,0.0
13:29:54,-129.093,0.0,0.0
13:29:54,-113.669,0.0,0.0
13:29:54,-97.971,0.0,0.0
13:29:54,-139.362,0.0,0.0
13:29:54,-88.574,0.0,0.0
13:29:54,-131.466,0.0,0.0
13:29:54,-115.316,0.0,0.0
13:29:54,-97.822,0.0,0.0
13:29:54,-135.567,0.0,0.0
13:29:54,-85.01,0.0,0.0
13:29:54,-129.986,0.0,0.0
13:29:54,-116.207,0.0,0.0
13:29:54,-99.788,0.0,0.0
13:29:54,-140.311,0.0,0.0
13:29:54,-88.16,0.0,0.0
13:29:54,-130.106,0.0,0.0
13:29:54,-114.185,0.0,0.0
13:29:54,-98.594,0.0,0.0
13:29:54,-140.029,0.0,0.0
13:29:54,-88.541,0.0,0.0
13:29:54,-130.551,0.0,0.0
13:29:54,-114.38,0.0,0.0
13:29:54,-99.036,0.0,0.0
13:29:54,-140.088,0.0,0.0
13:29:54,-88.386,0.0,0.0
