TimeStramp,ECG,SpO2,Respiration
15:15:20,785203.0,0.0,0.0
15:15:20,785684.0,0.0,0.0
15:15:20,784970.0,0.0,0.0
15:15:20,785651.0,0.0,0.0
15:15:20,785243.0,0.0,0.0
15:15:20,785160.0,0.0,0.0
15:15:20,785626.0,0.0,0.0
15:15:20,784956.0,0.0,0.0
15:15:20,785633.0,0.0,0.0
15:15:20,785241.0,0.0,0.0
15:15:20,785189.0,0.0,0.0
15:15:20,785678.0,0.0,0.0
15:15:20,784971.0,0.0,0.0
15:15:20,785640.0,0.0,0.0
15:15:20,785264.0,0.0,0.0
15:15:20,785209.0,0.0,0.0
15:15:20,785644.0,0.0,0.0
15:15:20,784903.0,0.0,0.0
15:15:20,785588.0,0.0,0.0
15:15:20,785213.0,0.0,0.0
15:15:20,785156.0,0.0,0.0
15:15:20,785602.0,0.0,0.0
15:15:20,784923.0,0.0,0.0
15:15:20,785558.0,0.0,0.0
15:15:20,785156.0,0.0,0.0
15:15:20,785148.0,0.0,0.0
15:15:20,785611.0,0.0,0.0
15:15:20,784903.0,0.0,0.0
15:15:20,785554.0,0.0,0.0
15:15:20,785130.0,0.0,0.0
15:15:20,785088.0,0.0,0.0
15:15:20,785544.0,0.0,0.0
15:15:20,784848.0,0.0,0.0
15:15:20,785494.0,0.0,0.0
15:15:20,785160.0,0.0,0.0
15:15:20,785083.0,0.0,0.0
15:15:20,785543.0,0.0,0.0
15:15:20,784847.0,0.0,0.0
15:15:20,785516.0,0.0,0.0
15:15:20,785108.0,0.0,0.0
15:15:20,785073.0,0.0,0.0
15:15:20,785509.0,0.0,0.0
15:15:20,784869.0,0.0,0.0
15:15:20,785509.0,0.0,0.0
15:15:20,785125.0,0.0,0.0
15:15:20,785093.0,0.0,0.0
15:15:20,785519.0,0.0,0.0
15:15:20,784826.0,0.0,0.0
15:15:20,785518.0,0.0,0.0
15:15:20,785146.0,0.0,0.0
15:15:20,785136.0,0.0,0.0
15:15:20,785574.0,0.0,0.0
15:15:20,784894.0,0.0,0.0
15:15:20,785549.0,0.0,0.0
15:15:20,785126.0,0.0,0.0
15:15:20,785088.0,0.0,0.0
15:15:20,785474.0,0.0,0.0
15:15:20,784761.0,0.0,0.0
15:15:20,785453.0,0.0,0.0
15:15:20,785049.0,0.0,0.0
15:15:20,785003.0,0.0,0.0
15:15:20,785412.0,0.0,0.0
15:15:20,784746.0,0.0,0.0
15:15:20,785403.0,0.0,0.0
15:15:20,785060.0,0.0,0.0
15:15:20,784990.0,0.0,0.0
15:15:20,785434.0,0.0,0.0
15:15:20,784724.0,0.0,0.0
15:15:20,785341.0,0.0,0.0
15:15:20,785003.0,0.0,0.0
15:15:20,785135.0,0.0,0.0
15:15:20,785619.0,0.0,0.0
15:15:20,784834.0,0.0,0.0
15:15:20,785422.0,0.0,0.0
15:15:20,785018.0,0.0,0.0
15:15:20,785034.0,0.0,0.0
15:15:20,785534.0,0.0,0.0
15:15:20,784877.0,0.0,0.0
15:15:20,785546.0,0.0,0.0
15:15:20,785148.0,0.0,0.0
15:15:20,785124.0,0.0,0.0
15:15:20,785563.0,0.0,0.0
15:15:20,784864.0,0.0,0.0
15:15:20,785524.0,0.0,0.0
15:15:20,785143.0,0.0,0.0
15:15:20,785088.0,0.0,0.0
15:15:20,785539.0,0.0,0.0
15:15:20,784826.0,0.0,0.0
15:15:20,785498.0,0.0,0.0
15:15:20,785101.0,0.0,0.0
