TimeStramp,ECG,SpO2,Respiration
11:26:00,626054.0,0.0,0.0
11:26:00,626041.0,0.0,0.0
11:26:00,625987.0,0.0,0.0
11:26:00,626061.0,0.0,0.0
11:26:00,626010.0,0.0,0.0
11:26:00,626018.0,0.0,0.0
11:26:00,626037.0,0.0,0.0
11:26:00,626006.0,0.0,0.0
11:26:00,626033.0,0.0,0.0
11:26:00,625974.0,0.0,0.0
11:26:00,626000.0,0.0,0.0
11:26:00,626010.0,0.0,0.0
11:26:00,625946.0,0.0,0.0
11:26:00,626024.0,0.0,0.0
11:26:00,625950.0,0.0,0.0
11:26:00,625979.0,0.0,0.0
11:26:00,626008.0,0.0,0.0
11:26:00,625950.0,0.0,0.0
11:26:00,626015.0,0.0,0.0
11:26:00,625961.0,0.0,0.0
11:26:00,626007.0,0.0,0.0
11:26:00,626013.0,0.0,0.0
11:26:00,625961.0,0.0,0.0
11:26:00,626039.0,0.0,0.0
11:26:00,625969.0,0.0,0.0
11:26:00,626011.0,0.0,0.0
11:26:00,626008.0,0.0,0.0
11:26:00,625965.0,0.0,0.0
11:26:00,626069.0,0.0,0.0
11:26:00,626031.0,0.0,0.0
11:26:00,626067.0,0.0,0.0
11:26:00,626081.0,0.0,0.0
11:26:00,626021.0,0.0,0.0
11:26:00,626064.0,0.0,0.0
11:26:00,626017.0,0.0,0.0
11:26:00,626031.0,0.0,0.0
11:26:00,626039.0,0.0,0.0
11:26:00,626004.0,0.0,0.0
11:26:00,626040.0,0.0,0.0
11:26:00,625959.0,0.0,0.0
11:26:00,626009.0,0.0,0.0
11:26:00,626013.0,0.0,0.0
11:26:00,625984.0,0.0,0.0
11:26:00,626079.0,0.0,0.0
11:26:00,626055.0,0.0,0.0
11:26:00,626057.0,0.0,0.0
11:26:00,626049.0,0.0,0.0
11:26:00,625948.0,0.0,0.0
11:26:00,626016.0,0.0,0.0
11:26:00,626125.0,0.0,0.0
11:26:00,626241.0,0.0,0.0
11:26:00,626200.0,0.0,0.0
11:26:00,626051.0,0.0,0.0
11:26:00,626070.0,0.0,0.0
11:26:00,626029.0,0.0,0.0
11:26:00,626073.0,0.0,0.0
11:26:00,626059.0,0.0,0.0
11:26:00,626004.0,0.0,0.0
11:26:00,626054.0,0.0,0.0
11:26:00,626014.0,0.0,0.0
11:26:00,626053.0,0.0,0.0
11:26:00,626054.0,0.0,0.0
11:26:00,626013.0,0.0,0.0
11:26:00,626069.0,0.0,0.0
11:26:00,626011.0,0.0,0.0
11:26:00,626051.0,0.0,0.0
11:26:00,626048.0,0.0,0.0
11:26:00,625989.0,0.0,0.0
11:26:00,626067.0,0.0,0.0
11:26:00,625996.0,0.0,0.0
11:26:00,626021.0,0.0,0.0
11:26:00,626003.0,0.0,0.0
11:26:00,625965.0,0.0,0.0
11:26:00,626004.0,0.0,0.0
11:26:00,625943.0,0.0,0.0
11:26:00,625936.0,0.0,0.0
11:26:00,625924.0,0.0,0.0
11:26:00,625879.0,0.0,0.0
11:26:00,625937.0,0.0,0.0
11:26:00,625867.0,0.0,0.0
11:26:00,625903.0,0.0,0.0
11:26:00,625902.0,0.0,0.0
11:26:00,625874.0,0.0,0.0
11:26:00,625941.0,0.0,0.0
11:26:00,625830.0,0.0,0.0
11:26:00,625870.0,0.0,0.0
11:26:00,625896.0,0.0,0.0
11:26:00,625861.0,0.0,0.0
11:26:00,625944.0,0.0,0.0
11:26:00,625874.0,0.0,0.0
11:26:00,625889.0,0.0,0.0
11:26:00,625900.0,0.0,0.0
11:26:00,625873.0,0.0,0.0
11:26:00,625925.0,0.0,0.0
11:26:00,625864.0,0.0,0.0
11:26:00,625902.0,0.0,0.0
11:26:00,625888.0,0.0,0.0
11:26:00,625856.0,0.0,0.0
11:26:00,625940.0,0.0,0.0
11:26:00,625888.0,0.0,0.0
11:26:00,625926.0,0.0,0.0
11:26:00,625921.0,0.0,0.0
11:26:00,625887.0,0.0,0.0
11:26:00,625951.0,0.0,0.0
11:26:00,625882.0,0.0,0.0
11:26:00,625899.0,0.0,0.0
11:26:00,625874.0,0.0,0.0
11:26:00,625860.0,0.0,0.0
11:26:00,625939.0,0.0,0.0
11:26:00,625882.0,0.0,0.0
11:26:00,625948.0,0.0,0.0
11:26:00,625938.0,0.0,0.0
11:26:00,625928.0,0.0,0.0
11:26:00,625956.0,0.0,0.0
11:26:00,625889.0,0.0,0.0
11:26:00,625948.0,0.0,0.0
11:26:00,625923.0,0.0,0.0
11:26:00,625892.0,0.0,0.0
11:26:00,625964.0,0.0,0.0
11:26:00,625921.0,0.0,0.0
11:26:00,625971.0,0.0,0.0
11:26:00,625984.0,0.0,0.0
11:26:00,625944.0,0.0,0.0
11:26:00,626005.0,0.0,0.0
11:26:00,625973.0,0.0,0.0
11:26:01,626031.0,0.0,0.0
11:26:01,625981.0,0.0,0.0
11:26:01,625980.0,0.0,0.0
11:26:01,626026.0,0.0,0.0
11:26:01,625989.0,0.0,0.0
11:26:01,626058.0,0.0,0.0
11:26:01,626053.0,0.0,0.0
11:26:01,626029.0,0.0,0.0
11:26:01,626106.0,0.0,0.0
11:26:01,626025.0,0.0,0.0
11:26:01,626048.0,0.0,0.0
11:26:01,626039.0,0.0,0.0
11:26:01,626021.0,0.0,0.0
11:26:01,626104.0,0.0,0.0
11:26:01,626030.0,0.0,0.0
11:26:01,626061.0,0.0,0.0
11:26:01,626075.0,0.0,0.0
11:26:01,626054.0,0.0,0.0
11:26:01,626138.0,0.0,0.0
11:26:01,626092.0,0.0,0.0
11:26:01,626131.0,0.0,0.0
11:26:01,626125.0,0.0,0.0
11:26:01,626130.0,0.0,0.0
11:26:01,626194.0,0.0,0.0
11:26:01,626106.0,0.0,0.0
11:26:01,626173.0,0.0,0.0
11:26:01,626166.0,0.0,0.0
11:26:01,626169.0,0.0,0.0
11:26:01,626216.0,0.0,0.0
11:26:01,626154.0,0.0,0.0
11:26:01,626196.0,0.0,0.0
11:26:01,626212.0,0.0,0.0
11:26:01,626188.0,0.0,0.0
11:26:01,626259.0,0.0,0.0
11:26:01,626216.0,0.0,0.0
11:26:01,626274.0,0.0,0.0
11:26:01,626259.0,0.0,0.0
11:26:01,626272.0,0.0,0.0
11:26:01,626354.0,0.0,0.0
11:26:01,626276.0,0.0,0.0
11:26:01,626327.0,0.0,0.0
11:26:01,626330.0,0.0,0.0
11:26:01,626324.0,0.0,0.0
11:26:01,626379.0,0.0,0.0
11:26:01,626336.0,0.0,0.0
11:26:01,626370.0,0.0,0.0
11:26:01,626362.0,0.0,0.0
11:26:01,626359.0,0.0,0.0
11:26:01,626402.0,0.0,0.0
11:26:01,626340.0,0.0,0.0
11:26:01,626395.0,0.0,0.0
11:26:01,626376.0,0.0,0.0
11:26:01,626358.0,0.0,0.0
11:26:01,626444.0,0.0,0.0
11:26:01,626422.0,0.0,0.0
11:26:01,626494.0,0.0,0.0
11:26:01,626476.0,0.0,0.0
11:26:01,626467.0,0.0,0.0
11:26:01,626532.0,0.0,0.0
11:26:01,626479.0,0.0,0.0
11:26:01,626566.0,0.0,0.0
11:26:01,626538.0,0.0,0.0
