TimeStramp,ECG,SpO2,Respiration
14:01:00,470503.0,0.0,0.0
14:01:00,470514.0,0.0,0.0
14:01:00,470558.0,0.0,0.0
14:01:00,470440.0,0.0,0.0
14:01:00,470563.0,0.0,0.0
14:01:00,470484.0,0.0,0.0
14:01:00,470458.0,0.0,0.0
14:01:00,470467.0,0.0,0.0
14:01:00,470351.0,0.0,0.0
14:01:00,470424.0,0.0,0.0
14:01:00,470419.0,0.0,0.0
14:01:00,470427.0,0.0,0.0
14:01:00,470472.0,0.0,0.0
14:01:00,470335.0,0.0,0.0
14:01:00,470418.0,0.0,0.0
14:01:00,470339.0,0.0,0.0
14:01:00,470343.0,0.0,0.0
14:01:00,470443.0,0.0,0.0
14:01:00,470345.0,0.0,0.0
14:01:00,470435.0,0.0,0.0
14:01:00,470384.0,0.0,0.0
14:01:00,470348.0,0.0,0.0
14:01:00,470436.0,0.0,0.0
14:01:00,470364.0,0.0,0.0
14:01:00,470447.0,0.0,0.0
14:01:00,470391.0,0.0,0.0
14:01:00,470371.0,0.0,0.0
14:01:00,470436.0,0.0,0.0
14:01:00,470359.0,0.0,0.0
14:01:00,470442.0,0.0,0.0
14:01:00,470397.0,0.0,0.0
14:01:00,470383.0,0.0,0.0
14:01:00,470443.0,0.0,0.0
14:01:00,470303.0,0.0,0.0
14:01:00,470381.0,0.0,0.0
14:01:00,470354.0,0.0,0.0
14:01:00,470363.0,0.0,0.0
14:01:00,470425.0,0.0,0.0
14:01:00,470331.0,0.0,0.0
14:01:00,470391.0,0.0,0.0
14:01:00,470316.0,0.0,0.0
14:01:00,470329.0,0.0,0.0
14:01:00,470385.0,0.0,0.0
14:01:00,470292.0,0.0,0.0
14:01:00,470355.0,0.0,0.0
14:01:00,470339.0,0.0,0.0
14:01:00,470317.0,0.0,0.0
14:01:00,470379.0,0.0,0.0
14:01:00,470297.0,0.0,0.0
14:01:00,470409.0,0.0,0.0
14:01:00,470310.0,0.0,0.0
14:01:00,470283.0,0.0,0.0
14:01:00,470366.0,0.0,0.0
14:01:00,470280.0,0.0,0.0
14:01:00,470355.0,0.0,0.0
14:01:00,470355.0,0.0,0.0
14:01:00,470328.0,0.0,0.0
14:01:00,470415.0,0.0,0.0
14:01:00,470300.0,0.0,0.0
14:01:00,470369.0,0.0,0.0
14:01:00,470324.0,0.0,0.0
14:01:00,470339.0,0.0,0.0
14:01:00,470443.0,0.0,0.0
14:01:00,470358.0,0.0,0.0
14:01:00,470416.0,0.0,0.0
14:01:00,470397.0,0.0,0.0
14:01:00,470393.0,0.0,0.0
14:01:00,470476.0,0.0,0.0
14:01:00,470412.0,0.0,0.0
14:01:00,470491.0,0.0,0.0
14:01:00,470434.0,0.0,0.0
14:01:00,470446.0,0.0,0.0
14:01:00,470501.0,0.0,0.0
14:01:00,470444.0,0.0,0.0
14:01:00,470545.0,0.0,0.0
14:01:00,470498.0,0.0,0.0
14:01:00,470511.0,0.0,0.0
14:01:00,470579.0,0.0,0.0
14:01:00,470467.0,0.0,0.0
14:01:00,470549.0,0.0,0.0
14:01:00,470538.0,0.0,0.0
14:01:00,470533.0,0.0,0.0
14:01:00,470604.0,0.0,0.0
14:01:00,470483.0,0.0,0.0
14:01:00,470524.0,0.0,0.0
14:01:00,470541.0,0.0,0.0
14:01:00,470729.0,0.0,0.0
14:01:00,470953.0,0.0,0.0
14:01:00,470939.0,0.0,0.0
14:01:00,470846.0,0.0,0.0
14:01:00,470707.0,0.0,0.0
14:01:00,470669.0,0.0,0.0
